,24hr growth,link,logo,marketcap,name,price,symbol,time,trading volume
2377,4.27,/currencies/sport-and-leisure,,17059273,Sport and Leisure,0.025229,SNL,20201110183338,157114
2378,3.91,/currencies/prizm,,16905548,PRIZM,0.007353,PZM,20201110183338,132542
2379,0.12,/currencies/levolution,,16832609,Levolution,0.289755,LEVL,20201110183338,279346
2380,8.30,/currencies/audius,,16730314,Audius,0.139419,AUDIO,20201110183338,2175710
2381,2.30,/currencies/trustswap,,16647148,TrustSwap,0.254984,SWAP,20201110183338,1107850
2382,7.63,/currencies/stormx,,16241611,StormX,0.002156,STMX,20201110183338,1168863
2383,2.32,/currencies/noia-network,,16482685,NOIA Network,0.051285,NOIA,20201110183338,528500
2384,3.52,/currencies/zap,,16527477,Zap,0.069989,ZAP,20201110183338,694663
2385,17.16,/currencies/airswap,,16411119,AirSwap,0.109407,AST,20201110183338,2481855
2386,8.40,/currencies/gleec,,16267049,Gleec,1.27,GLEEC,20201110183338,32175
2387,3.58,/currencies/dent,,15968890,Dent,0.000187,DENT,20201110183338,302281
2388,14.40,/currencies/phala-network,,15778278,Phala.Network,0.123225,PHA,20201110183338,6125219
2389,0.88,/currencies/synchrobitcoin,,15593860,SynchroBitcoin,0.194257,SNB,20201110183338,415102
2390,0.40,/currencies/celo-dollar,,15540174,Celo Dollar,0.991152,CUSD,20201110183338,5452
2391,23.14,/currencies/ergo,,15517479,Ergo,0.658021,ERG,20201110183338,1309671
2392,0.54,/currencies/pirate-chain,,15438793,Pirate Chain,0.089879,ARRR,20201110183338,479998
2393,0.81,/currencies/sentivate,,15451668,Sentivate,0.004555,SNTVT,20201110183338,173020
2394,6.24,/currencies/12ships,,15412194,12Ships,0.003141,TSHP,20201110183338,315625
2395,14.04,/currencies/grin,,15365928,Grin,0.268525,GRIN,20201110183338,3411404
2396,8.33,/currencies/suku,,14983748,SUKU,0.188552,SUKU,20201110183338,96612
2397,6.83,/currencies/truechain,,14876507,TrueChain,0.186948,TRUE,20201110183338,6831010
2398,53.60,/currencies/meta,,14905039,Meta,1.50,MTA,20201110183338,5647320
2399,3.14,/currencies/function-x,,14752815,Function X,0.064197,FX,20201110183338,93666
2400,5.15,/currencies/groestlcoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/258.png""/>",14737496,Groestlcoin,0.193202,GRS,20201110183354,1163135
2401,8.09,/currencies/standard-tokenization-protocol,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4006.png""/>",14608842,Standard Tokenization Protocol,0.015943,STPT,20201110183354,1819580
2402,0.53,/currencies/folgory-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4842.png""/>",14562944,Folgory Coin,0.830958,FLG,20201110183354,345191
2403,0.52,/currencies/karatgold-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2907.png""/>",14491892,Karatgold Coin,0.003065,KBC,20201110183354,74
2404,22.95,/currencies/nkn,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2780.png""/>",14522366,NKN,0.024881,NKN,20201110183354,3652672
2405,0.49,/currencies/davinci-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3154.png""/>",14396458,Davinci Coin,0.003132,DAC,20201110183354,538810
2406,13.08,/currencies/ecoreal-estate,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3344.png""/>",14354090,Ecoreal Estate,0.068690,ECOREAL,20201110183354,2884
2407,0.57,/currencies/salus,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1159.png""/>",14277623,SaluS,14.10,SLS,20201110183354,1622
2408,0.02,/currencies/gemini-dollar,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3306.png""/>",14310802,Gemini Dollar,1.00,GUSD,20201110183354,2892966
2409,0.70,/currencies/yep-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/6777.png""/>",14235734,YEP COIN,3.29,YEP,20201110183354,2651
2410,3.62,/currencies/gas,,14228844,Gas,1.40,GAS,20201110183354,3021295
2411,6.70,/currencies/unobtanium,,14156906,Unobtanium,69.74,UNO,20201110183354,7070
2412,4.72,/currencies/envion,,14154535,Envion,0.111081,EVN,20201110183354,0
2413,7.31,/currencies/beowulf,,14069069,Beowulf,0.014069,BWF,20201110183354,25919
2414,5.08,/currencies/contentos,,13980723,Contentos,0.006520,COS,20201110183354,587462
2415,19.01,/currencies/morpheus-network,,13792123,Morpheus.Network,0.292340,MRPH,20201110183354,747535
2416,4.37,/currencies/invictus-hyperion-fund,,13705619,Invictus Hyperion Fund,0.116136,IHF,20201110183354,570
2417,0.51,/currencies/zbg-token,,13685316,ZBG Token,0.051835,ZT,20201110183354,1407756
2418,11.65,/currencies/onotoken,,13612006,ONOToken,0.000759,ONOT,20201110183354,57
2419,6.75,/currencies/wixlar,,13540390,Wixlar,0.005659,WIX,20201110183354,2641
2420,12.70,/currencies/massnet,,13584918,Massnet,0.156396,MASS,20201110183354,361295
2421,15.52,/currencies/axie-infinity,,13376569,Axie Infinity,0.250719,AXS,20201110183354,7736290
2422,1.63,/currencies/apollo-currency,,13365354,Apollo Currency,0.000910,APL,20201110183354,685653
2423,19.19,/currencies/jewel,,13346398,Jewel,0.243947,JWL,20201110183354,0
2424,1.22,/currencies/injective-protocol,,13295162,Injective Protocol,0.984223,INJ,20201110183354,8179331
2425,10.75,/currencies/venus,,13311086,Venus,3.15,XVS,20201110183354,2804969
2426,3.31,/currencies/medibloc,,13255696,MediBloc,0.004946,MED,20201110183354,234248
2427,0.44,/currencies/bitkan,,13198314,BitKan,0.002048,KAN,20201110183354,576464
2428,6.13,/currencies/fabrk,,12550562,FABRK,0.002618,FAB,20201110183354,748605
2429,7.04,/currencies/proton,,12955758,Proton,0.006809,XPR,20201110183354,546623
2430,11.40,/currencies/apm-coin,,12962260,apM Coin,0.035820,APM,20201110183354,4368297
2431,0.83,/currencies/bit-z-token,,12957380,Bit-Z Token,0.103620,BZ,20201110183354,2622348
2432,4.46,/currencies/drep,,12913939,DREP,0.003239,DREP,20201110183354,547683
2433,1.88,/currencies/populous,,13113142,Populous,0.246246,PPT,20201110183354,1972045
2434,18.76,/currencies/blocknet,,12615052,Blocknet,1.74,BLOCK,20201110183354,11442
2435,1.74,/currencies/dinastycoin,,12850385,Dinastycoin,0.006474,DCY,20201110183354,3661
2436,1.47,/currencies/king-dag,,12849290,King DAG,0.262222,KDAG,20201110183354,195108
2437,1.18,/currencies/dusk-network,,12838631,Dusk Network,0.046887,DUSK,20201110183354,443067
2438,3.80,/currencies/constellation,,12781023,Constellation,0.010088,DAG,20201110183354,86173
2439,0.26,/currencies/platincoin,,12776603,PLATINCOIN,2.55,PLC,20201110183354,561441
2440,1.89,/currencies/perpetual-protocol,,12499920,Perpetual Protocol,0.841386,PERP,20201110183354,200556
2441,12.82,/currencies/tixl,,12685384,Tixl,265.51,MTXLT,20201110183354,24507
2442,7.01,/currencies/fusion,,12540154,Fusion,0.264048,FSN,20201110183354,1294515
2443,10.19,/currencies/qash,,12518826,QASH,0.035768,QASH,20201110183354,182331
2444,4.19,/currencies/zenon,,12512616,Zenon,2.64,ZNN,20201110183354,354141
2445,1.15,/currencies/digixdao,,12574449,DigixDAO,86.67,DGD,20201110183354,85465
2446,42.49,/currencies/octofi,,12405432,OctoFi,21.77,OCTO,20201110183354,1216357
2447,7.59,/currencies/aergo,,12605785,Aergo,0.047746,AERGO,20201110183354,5881011
2448,7.84,/currencies/enigma,,12428757,Enigma,0.512153,ENG,20201110183354,52873
2449,11.67,/currencies/seele,,12401755,Seele-N,0.017727,SEELE,20201110183354,64168
2450,1.80,/currencies/bhp-coin,,12381128,BHPCoin,0.613608,BHP,20201110183354,2302946
2451,0.09,/currencies/repo,,12311295,REPO,0.111963,REPO,20201110183354,0
2452,0.79,/currencies/bitcoinhd,,12381083,BitcoinHD,2.04,BHD,20201110183354,9666205
2453,16.75,/currencies/chromia,,12250318,Chromia,0.028518,CHR,20201110183354,3904735
2454,3.51,/currencies/moeda-loyalty-points,,12266595,Moeda Loyalty Points,0.624926,MDA,20201110183354,327069
2455,5.14,/currencies/lambda,,12179896,Lambda,0.014304,LAMB,20201110183354,5396542
2456,1.95,/currencies/moviebloc,,12151359,MovieBloc,0.001424,MBL,20201110183354,1074983
2457,3.62,/currencies/project-pai,,12110110,Project Pai,0.008157,PAI,20201110183354,176224
2458,1.09,/currencies/milk-alliance,,12085191,MiL.k,0.154620,MLK,20201110183354,562530
2459,1.35,/currencies/mvl,,11962849,MVL,0.001164,MVL,20201110183354,899789
2460,9.27,/currencies/render-token,,11977653,Render Token,0.109011,RNDR,20201110183354,19215
2461,22.53,/currencies/kcash,,11935701,Kcash,0.026792,KCASH,20201110183354,19920798
2462,4.56,/currencies/pancakeswap,,11882425,PancakeSwap,0.234914,CAKE,20201110183354,318168
2463,1.74,/currencies/rchain,,11798838,RChain,0.024434,REV,20201110183354,170652
2464,33.44,/currencies/weshow-token,,12225410,WeShow Token,0.026356,WET,20201110183354,9820222
2465,1.30,/currencies/rakon,,11771363,Rakon,0.089081,RKN,20201110183354,593972
2466,10.96,/currencies/darwinia-network,,11702972,Darwinia Network,0.037779,RING,20201110183354,1481072
2467,7.59,/currencies/nexus,,11744851,Nexus,0.181607,NXS,20201110183354,981370
2468,14.21,/currencies/quantum-resistant-ledger,,11649717,Quantum Resistant Ledger,0.160579,QRL,20201110183354,224706
2469,0.51,/currencies/dmm-governance,,11544252,DMM: Governance,0.246173,DMG,20201110183354,1056288
2470,40.88,/currencies/advanced-internet-blocks,,11577480,Advanced Internet Blocks,0.000478,AIB,20201110183354,5
2471,5.60,/currencies/einsteinium,,11537290,Einsteinium,0.052255,EMC2,20201110183354,793973
2472,0.04,/currencies/usdj,,11470573,USDJ,0.993970,USDJ,20201110183354,4092754
2473,0.02,/currencies/level01,,11428903,Level01,0.070566,LVX,20201110183354,222515
2474,5.87,/currencies/latoken,,11387354,LATOKEN,0.029958,LA,20201110183354,53760
2475,9.72,/currencies/bella-protocol,,11261650,Bella Protocol,0.776665,BEL,20201110183354,2806209
2476,3.40,/currencies/aurora,,11143897,Aurora,0.001703,AOA,20201110183354,1741382
2477,3.33,/currencies/content-value-network,,11230939,Content Value Network,0.012142,CVNT,20201110183354,1529555
2478,0.31,/currencies/cocos-bcx,,11130323,Cocos-BCX,0.000283,COCOS,20201110183354,816120
2479,8.80,/currencies/0chain,,10987253,0Chain,0.227005,ZCN,20201110183354,238584
2480,7.94,/currencies/bounce-token,,10931753,Bounce Token,412.69,BOT,20201110183354,1540479
2481,2.73,/currencies/quark,,10845406,Quark,0.040611,QRK,20201110183354,1759
2482,5.54,/currencies/coinmetro-token,,10828308,CoinMetro Token,0.038717,XCM,20201110183354,36447
2483,18.43,/currencies/raiden-network-token,,10697785,Raiden Network Token,0.210129,RDN,20201110183354,1877515
2484,2.98,/currencies/sapphire,,10553814,Sapphire,0.025996,SAPP,20201110183354,29042
2485,3.56,/currencies/library-credit,,10565231,LBRY Credits,0.021580,LBC,20201110183354,534457
2486,4.79,/currencies/tachyon-protocol,,10455751,Tachyon Protocol,0.039181,IPX,20201110183354,332413
2487,1.05,/currencies/molecular-future,,10413360,Molecular Future,0.121820,MOF,20201110183354,3276607
2488,4.25,/currencies/carry,,10394115,Carry,0.001692,CRE,20201110183354,721100
2489,1.11,/currencies/metaverse,,10328146,Metaverse ETP,0.130280,ETP,20201110183354,157805
2490,0.79,/currencies/amo-coin,,10301943,AMO Coin,0.000567,AMO,20201110183354,213746
2491,0.84,/currencies/biki,,10295570,BIKI,0.032695,BIKI,20201110183354,1232397
2492,5.37,/currencies/perlin,,10229618,Perlin,0.021173,PERL,20201110183354,2906622
2493,0.86,/currencies/anchor,,10208144,Anchor,0.796631,ANCT,20201110183354,16184
2494,0.07,/currencies/insights-network,,10191394,Insights Network,0.051798,INSTAR,20201110183354,5063
2495,231.62,/currencies/gny,,9346619,GNY,0.048585,GNY,20201110183354,119933
2496,5.85,/currencies/monolith,,10130236,Monolith,0.299604,TKN,20201110183354,20669
2497,4.10,/currencies/prometeus,,10093810,Prometeus,1.65,PROM,20201110183354,174404
2498,1.24,/currencies/iqeon,,10037074,IQeon,1.83,IQN,20201110183354,295313
2499,12.04,/currencies/waltonchain,,10036780,Waltonchain,0.343928,WTC,20201110183354,4535903
2500,0.54,/currencies/bitcoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1.png""/>",284073686450,Bitcoin,15323.55,BTC,20201110183409,25995271116
2501,0.93,/currencies/ethereum,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1027.png""/>",51136801542,Ethereum,451.05,ETH,20201110183409,12056634282
2502,0.05,/currencies/tether,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/825.png""/>",17360870658,Tether,1.00,USDT,20201110183409,38786961662
2503,1.43,/currencies/xrp,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/52.png""/>",11568396819,XRP,0.255303,XRP,20201110183409,3493511087
2504,4.22,/currencies/chainlink,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1975.png""/>",5123606454,Chainlink,13.09,LINK,20201110183409,1714057403
2505,2.73,/currencies/bitcoin-cash,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1831.png""/>",4783923793,Bitcoin Cash,257.63,BCH,20201110183409,1615089816
2506,0.83,/currencies/binance-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1839.png""/>",4068356832,Binance Coin,28.17,BNB,20201110183409,306729565
2507,1.84,/currencies/litecoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2.png""/>",3838719096,Litecoin,58.29,LTC,20201110183409,2307848268
2508,1.51,/currencies/polkadot-new,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/6636.png""/>",3782569642,Polkadot,4.44,DOT,20201110183409,377088440
2509,0.17,/currencies/cardano,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2010.png""/>",3298205124,Cardano,0.106009,ADA,20201110183409,701451578
2510,2.36,/currencies/bitcoin-sv,,2912958832,Bitcoin SV,156.89,BSV,20201110183409,613570463
2511,0.04,/currencies/usd-coin,,2829218571,USD Coin,1.00,USDC,20201110183409,474596662
2512,0.49,/currencies/eos,,2343989933,EOS,2.50,EOS,20201110183409,1543929409
2513,1.46,/currencies/monero,,2061517835,Monero,116.11,XMR,20201110183409,712404719
2514,0.81,/currencies/wrapped-bitcoin,,1884874109,Wrapped Bitcoin,15273.18,WBTC,20201110183409,34966772
2515,0.16,/currencies/tron,,1784220558,TRON,0.024899,TRX,20201110183409,702765808
2516,0.19,/currencies/stellar,,1672838449,Stellar,0.079974,XLM,20201110183409,153743736
2517,3.09,/currencies/tezos,,1617054725,Tezos,2.16,XTZ,20201110183409,171120908
2518,0.51,/currencies/crypto-com-coin,,1484664972,Crypto.com Coin,0.069809,CRO,20201110183409,42945073
2519,0.60,/currencies/unus-sed-leo,,1291670151,UNUS SED LEO,1.29,LEO,20201110183409,12321679
2520,5.31,/currencies/nem,,1187942707,NEM,0.131994,XEM,20201110183409,27361562
2521,2.02,/currencies/neo,,1107057777,Neo,15.69,NEO,20201110183409,465686321
2522,0.12,/currencies/cosmos,,1045432377,Cosmos,5.08,ATOM,20201110183409,218283623
2523,3.72,/currencies/filecoin,,973208544,Filecoin,30.46,FIL,20201110183409,167528765
2524,0.01,/currencies/multi-collateral-dai,,971605246,Dai,1.01,DAI,20201110183409,74306011
2525,22.97,/currencies/aave,,783918076,Aave,67.28,AAVE,20201110183409,431460448
2526,2.76,/currencies/huobi-token,,754473278,Huobi Token,3.64,HT,20201110183409,74295936
2527,5.27,/currencies/vechain,,747524477,VeChain,0.011623,VET,20201110183409,108613083
2528,1.62,/currencies/iota,,708395666,IOTA,0.254862,MIOTA,20201110183409,10272373
2529,1.86,/currencies/dash,,678054053,Dash,69.14,DASH,20201110183409,363557308
2530,13.06,/currencies/uniswap,,663555936,Uniswap,3.05,UNI,20201110183409,515553370
2531,0.52,/currencies/theta,,644809641,THETA,0.644810,THETA,20201110183409,19676495
2532,1.97,/currencies/zcash,,626993341,Zcash,60.03,ZEC,20201110183409,380260434
2533,0.00,/currencies/binance-usd,,619952002,Binance USD,0.999900,BUSD,20201110183409,441467227
2534,2.27,/currencies/ethereum-classic,,597119510,Ethereum Classic,5.13,ETC,20201110183409,643056511
2535,5.43,/currencies/maker,,554090342,Maker,552.35,MKR,20201110183409,32306552
2536,21.04,/currencies/yearn-finance,,550456666,yearn.finance,18368.33,YFI,20201110183409,782114325
2537,13.54,/currencies/synthetix-network-token,,502592868,Synthetix,4.78,SNX,20201110183409,71841190
2538,2.41,/currencies/celsius,,456100540,Celsius,1.91,CEL,20201110183409,2976583
2539,2.50,/currencies/omg,,449686776,OMG Network,3.21,OMG,20201110183409,121941366
2540,7.59,/currencies/compound,,423276116,Compound,102.22,COMP,20201110183409,117299149
2541,9.79,/currencies/uma,,422431702,UMA,7.62,UMA,20201110183409,11536247
2542,0.01,/currencies/waves,,396311488,Waves,3.83,WAVES,20201110183409,40987703
2543,2.65,/currencies/ontology,,373942527,Ontology,0.480294,ONT,20201110183409,78270909
2544,3.57,/currencies/dogecoin,,351270741,Dogecoin,0.002765,DOGE,20201110183409,39304721
2545,3.30,/currencies/ftx-token,,345631535,FTX Token,3.66,FTT,20201110183409,4689220
2546,9.61,/currencies/algorand,,324222460,Algorand,0.288078,ALGO,20201110183409,65297383
2547,4.82,/currencies/basic-attention-token,,302320252,Basic Attention Token,0.202253,BAT,20201110183409,114729208
2548,3.88,/currencies/hedgetrade,,302682161,HedgeTrade,0.892259,HEDG,20201110183409,454374
2549,6.88,/currencies/ren,,299761122,Ren,0.338892,REN,20201110183409,69942576
2550,2.58,/currencies/kusama,,295410181,Kusama,34.88,KSM,20201110183409,32880354
2551,0.32,/currencies/bittorrent,,289755516,BitTorrent,0.000293,BTT,20201110183409,47972679
2552,0.01,/currencies/husd,,287918116,HUSD,0.999246,HUSD,20201110183409,29020090
2553,10.76,/currencies/0x,,287669371,0x,0.386685,ZRX,20201110183409,48583326
2554,0.52,/currencies/okb,,277563703,OKB,4.63,OKB,20201110183409,47338426
2555,3.89,/currencies/digibyte,,276986326,DigiByte,0.020168,DGB,20201110183409,6023744
2556,0.03,/currencies/trueusd,,273083304,TrueUSD,0.999785,TUSD,20201110183409,80676371
2557,55.84,/currencies/loopring,,258240913,Loopring,0.225395,LRC,20201110183409,54919812
2558,0.07,/currencies/paxos-standard,,244282905,Paxos Standard,0.997269,PAX,20201110183409,145768840
2559,2.85,/currencies/ocean-protocol,,239439130,Ocean Protocol,0.578318,OCEAN,20201110183409,30124879
2560,1.65,/currencies/energy-web-token,,235657995,Energy Web Token,7.84,EWT,20201110183409,754648
2561,5.28,/currencies/zilliqa,,214595945,Zilliqa,0.020204,ZIL,20201110183409,23018324
2562,1.01,/currencies/abbc-coin,,205092479,ABBC Coin,0.271088,ABBC,20201110183409,43748794
2563,2.59,/currencies/icon,,196620342,ICON,0.343686,ICX,20201110183409,13134160
2564,0.71,/currencies/qtum,,195246322,Qtum,2.00,QTUM,20201110183409,264079396
2565,3.16,/currencies/celo,,191123075,Celo,1.54,CELO,20201110183409,2548654
2566,5.56,/currencies/decred,,189539150,Decred,15.49,DCR,20201110183409,6747971
2567,3.82,/currencies/hedera-hashgraph,,189041562,Hedera Hashgraph,0.031431,HBAR,20201110183409,12160707
2568,8.34,/currencies/kyber-network,,174704733,Kyber Network,0.880832,KNC,20201110183409,30695448
2569,4.83,/currencies/quant,,168125623,Quant,13.93,QNT,20201110183409,3776770
2570,4.61,/currencies/near-protocol,,165650997,NEAR Protocol,0.947246,NEAR,20201110183409,21880329
2571,21.64,/currencies/reserve-rights,,163691371,Reserve Rights,0.017507,RSR,20201110183409,129330151
2572,5.89,/currencies/ampleforth,,159336808,Ampleforth,1.24,AMPL,20201110183409,4680463
2573,15.59,/currencies/blockstack,,148815958,Blockstack,0.217536,STX,20201110183409,3559906
2574,2.71,/currencies/augur,,147727568,Augur,13.43,REP,20201110183409,9531527
2575,4.11,/currencies/lisk,,143683323,Lisk,1.14,LSK,20201110183409,3503450
2576,8.79,/currencies/decentraland,,130808301,Decentraland,0.088151,MANA,20201110183409,79470251
2577,0.42,/currencies/bitcoin-gold,,129969934,Bitcoin Gold,7.42,BTG,20201110183409,5122164
2578,7.78,/currencies/band-protocol,,129747749,Band Protocol,6.33,BAND,20201110183409,108140715
2579,1.89,/currencies/the-midas-touch-gold,,129057246,The Midas Touch Gold,0.019685,TMTG,20201110183409,6904513
2580,6.08,/currencies/aragon,,128534689,Aragon,3.25,ANT,20201110183409,18657648
2581,4.26,/currencies/siacoin,,121376431,Siacoin,0.002696,SC,20201110183409,1934340
2582,0.34,/currencies/revain,,120522554,Revain,0.010494,REV,20201110183409,456985
2583,3.57,/currencies/nxm,,119394487,NXM,22.84,NXM,20201110183409,14403112
2584,3.47,/currencies/terra-luna,,118871266,Terra,0.307948,LUNA,20201110183409,3658040
2585,0.42,/currencies/zb-token,,115902255,ZB Token,0.250173,ZB,20201110183409,7439267
2586,4.10,/currencies/elrond-egld,,115940420,Elrond,8.46,EGLD,20201110183409,7447570
2587,5.19,/currencies/enjin-coin,,115386599,Enjin Coin,0.140180,ENJ,20201110183409,7218049
2588,12.21,/currencies/thorchain,,106745104,THORChain,0.673759,RUNE,20201110183409,12538195
2589,14.16,/currencies/golem-network-tokens,,108286129,Golem,0.109306,GNT,20201110183409,41627623
2590,12.78,/currencies/solana,,104511544,Solana,2.28,SOL,20201110183409,16070197
2591,12.14,/currencies/sushiswap,,101859234,SushiSwap,0.674667,SUSHI,20201110183409,27757040
2592,0.80,/currencies/dxchain-token,,100500451,DxChain Token,0.002010,DX,20201110183409,368655
2593,2.93,/currencies/cybervein,,99691036,CyberVein,0.094012,CVT,20201110183409,5558142
2594,0.39,/currencies/nano,,99455321,Nano,0.746391,NANO,20201110183409,5391890
2595,5.82,/currencies/nexo,,99241471,Nexo,0.177217,NEXO,20201110183409,8688625
2596,6.38,/currencies/ravencoin,,98533424,Ravencoin,0.013231,RVN,20201110183409,8381789
2597,11.08,/currencies/status,,93475908,Status,0.026935,SNT,20201110183409,13958395
2598,9.66,/currencies/swissborg,,89389737,SwissBorg,0.096801,CHSB,20201110183409,1389727
2599,4.84,/currencies/avalanche,,87917513,Avalanche,3.59,AVAX,20201110183409,24328501
2600,2.04,/currencies/numeraire,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1732.png""/>",87527523,Numeraire,23.77,NMR,20201110183425,5222482
2601,6.31,/currencies/orchid,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5026.png""/>",86251256,Orchid,0.234643,OXT,20201110183425,9131272
2602,1.99,/currencies/bitcoin-diamond,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2222.png""/>",84834308,Bitcoin Diamond,0.454893,BCD,20201110183425,1826707
2603,13.94,/currencies/balancer,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5728.png""/>",84052978,Balancer,12.10,BAL,20201110183425,68944255
2604,10.74,/currencies/matic-network,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3890.png""/>",82553119,Matic Network,0.017351,MATIC,20201110183425,21003392
2605,0.47,/currencies/monacoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/213.png""/>",82336650,MonaCoin,1.25,MONA,20201110183425,782278
2606,11.80,/currencies/rlc,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1637.png""/>",80733982,iExec RLC,1.01,RLC,20201110183425,8862684
2607,0.86,/currencies/bytom,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1866.png""/>",79821410,Bytom,0.057591,BTM,20201110183425,5254408
2608,1.00,/currencies/holo,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2682.png""/>",81166033,Holo,0.000487,HOT,20201110183425,6284749
2609,9.22,/currencies/iotex,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2777.png""/>",78606977,IoTeX,0.008100,IOTX,20201110183425,4625388
2610,6.94,/currencies/arweave,,78597211,Arweave,2.35,AR,20201110183425,3150476
2611,5.08,/currencies/iostoken,,78897969,IOST,0.005170,IOST,20201110183425,24610316
2612,8.26,/currencies/swipe,,78775078,Swipe,1.03,SXP,20201110183425,51592252
2613,3.82,/currencies/uquid-coin,,77225512,Uquid Coin,7.72,UQC,20201110183425,14480617
2614,7.59,/currencies/verge,,76971875,Verge,0.004697,XVG,20201110183425,2519697
2615,0.64,/currencies/pax-gold,,75904396,PAX Gold,1886.30,PAXG,20201110183425,1954511
2616,7.02,/currencies/storj,,74064619,Storj,0.371235,STORJ,20201110183425,20365858
2617,4.98,/currencies/velas,,73053752,Velas,0.034684,VLX,20201110183425,1265774
2618,12.63,/currencies/civic,,68414852,Civic,0.102112,CVC,20201110183425,295825471
2619,12.33,/currencies/horizen,,69476077,Horizen,6.71,ZEN,20201110183425,4091552
2620,0.68,/currencies/kucoin-shares,,68152276,KuCoin Shares,0.844217,KCS,20201110183425,4819171
2621,17.45,/currencies/yearn-finance-ii,,66501869,DFI.Money,1723.02,YFII,20201110183425,214100637
2622,8.28,/currencies/nervos-network,,65614622,Nervos Network,0.003073,CKB,20201110183425,11269814
2623,32.60,/currencies/aelf,,64235329,aelf,0.117976,ELF,20201110183425,30209887
2624,4.02,/currencies/divi,,64241998,Divi,0.032282,DIVI,20201110183425,304975
2625,23.99,/currencies/curve-dao-token,,64033098,Curve DAO Token,0.565359,CRV,20201110183425,45725770
2626,6.74,/currencies/helium,,63574771,Helium,1.16,HNT,20201110183425,307631
2627,1.77,/currencies/gnosis-gno,,63533740,Gnosis,57.52,GNO,20201110183425,130120
2628,0.66,/currencies/rsk-infrastructure-framework,,63521768,RSK Infrastructure Framework,0.095249,RIF,20201110183425,425246
2629,16.79,/currencies/serum,,60639337,Serum,1.21,SRM,20201110183425,41844231
2630,7.16,/currencies/komodo,,60200458,Komodo,0.490627,KMD,20201110183425,2467525
2631,5.08,/currencies/steem,,59699921,Steem,0.151631,STEEM,20201110183425,1641227
2632,4.59,/currencies/maidsafecoin,,59096006,MaidSafeCoin,0.130584,MAID,20201110183425,196109
2633,0.55,/currencies/utrust,,57914198,Utrust,0.128698,UTK,20201110183425,4151753
2634,2.53,/currencies/bitshares,,57414898,BitShares,0.019154,BTS,20201110183425,6383665
2635,3.20,/currencies/ardor,,56269507,Ardor,0.056326,ARDR,20201110183425,4657615
2636,1.10,/currencies/unibright,,54876566,Unibright,0.368794,UBT,20201110183425,1286046
2637,2.36,/currencies/chiliz,,53714843,Chiliz,0.010916,CHZ,20201110183425,8571749
2638,8.06,/currencies/stratis,,52933712,Stratis,0.529181,STRAT,20201110183425,14663252
2639,8.15,/currencies/kava,,52627639,Kava.io,1.57,KAVA,20201110183425,17393667
2640,6.95,/currencies/ankr,,52686377,Ankr,0.009038,ANKR,20201110183425,12684293
2641,9.84,/currencies/bancor,,52256578,Bancor,0.737799,BNT,20201110183425,30311329
